Quantity,UnitPrice,ItemsInCart,OrderYear,OrderQuarter,OrderMonth,OrderDayOfWeek,IsWeekend,OrderMonthSin,OrderMonthCos,HasCoupon,IsDigitalPayment,CartUtilization,AddressNumber,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_FREESHIP,CouponCode_NO_COUPON,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponFamily_Discount10,CouponFamily_FreeShipping,CouponFamily_NoCoupon,CouponFamily_Seasonal15,UnitPriceTier_Budget,UnitPriceTier_High,UnitPriceTier_Luxury,UnitPriceTier_Standard,TotalPrice
1,531.18,6,2023,1,2,5,1,0.8660254037844386,0.5000000000000001,1,1,0.16666666666666666,781,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,531.18
4,117.51,7,2023,1,3,4,0,1.0,6.123233995736766e-17,0,1,0.5714285714285714,839,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,470.04
2,232.83,7,2024,2,6,5,1,1.2246467991473532e-16,-1.0,0,1,0.2857142857142857,103,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,465.66
5,619.52,9,2025,1,1,1,0,0.49999999999999994,0.8660254037844387,0,1,0.5555555555555556,922,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3097.6
2,228.54,3,2023,1,1,5,1,0.49999999999999994,0.8660254037844387,0,1,0.6666666666666666,533,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,457.08
1,201.58,2,2025,2,4,5,1,0.8660254037844387,-0.4999999999999998,1,1,0.5,717,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,201.58
3,664.79,6,2023,1,2,4,0,0.8660254037844386,0.5000000000000001,0,1,0.5,743,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1994.37
1,381.02,6,2023,4,11,5,1,-0.5000000000000004,0.8660254037844384,0,0,0.16666666666666666,152,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,381.02
2,70.34,3,2023,1,3,2,0,1.0,6.123233995736766e-17,1,1,0.6666666666666666,944,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,140.68
4,218.43,9,2025,1,1,5,1,0.49999999999999994,0.8660254037844387,1,1,0.4444444444444444,514,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,873.72
1,582.04,1,2024,3,7,1,0,-0.4999999999999997,-0.8660254037844388,1,1,1.0,647,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,582.04
3,185.4,7,2024,4,10,3,0,-0.8660254037844386,0.5000000000000001,0,1,0.42857142857142855,810,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,556.2
